식당ID,식당명,도로명주소,지번주소,식당위도,식당경도,식당전화번호,식당업태,영업인허가명,음식점소개내용
30076,향로봉,,광주광역시 동구 지산동 산116-3,35.1426,126.9404,062-232-1214,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""향로봉""을 추천합니다!"
30078,장원,광주광역시 동구 지호로164번길 14-10,광주광역시 동구 지산동 산63-1,35.1488,126.9468,062-225-5021,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""장원""을 방문해보세요!"
35122,복래반점,광주광역시 동구 동계로15번길 20-3,광주광역시 동구 동명동 254-24,35.1542,126.9226,062-225-9670,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""복래반점""을 추천합니다."
35123,올능이능이버섯백숙(본사직영점),광주광역시 동구 무등로 326,광주광역시 동구 계림동 562-4,35.1615,126.9184,062-227-4743,일식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""올능이능이버섯백숙(본사직영점)""을 추천합니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
35126,구시청 장미맨숀,광주광역시 동구 백서로125번길 44,광주광역시 동구 광산동 88-1,35.1456,126.9171,062-229-0957,한식,일반음식점,"""구시청 장미맨숀""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
35127,복터찻집,광주광역시 동구 구성로 200,광주광역시 동구 대인동 80-1,35.1533,126.9145,062-224-1954,한식,일반음식점,"""복터찻집""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
35128,수초떡갈비식당,광주광역시 동구 백서로 131,광주광역시 동구 금동 182-1,35.1422,126.9196,062-224-0092,한식,일반음식점,"""수초떡갈비식당""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
35130,1515짜장면,광주광역시 동구 서석로85번길 8-10,광주광역시 동구 대의동 31-1,35.1501,126.9205,062-236-1514,중국식,일반음식점,"""1515짜장면""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
35132,황소식육식당,광주광역시 동구 동명로 46,광주광역시 동구 동명동 157-17,35.1514,126.9255,062-234-5989,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""황소식육식당""을 추천합니다!"
35133,오대양횟집,광주광역시 동구 동계천로 79,광주광역시 동구 동명동 238-2,35.1528,126.92,062-234-1110,일식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""오대양횟집""에 방문해보세요. 금남로4가역 근처에 있습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
35134,진주세꼬시,광주광역시 동구 필문대로187번길 1-1,광주광역시 동구 산수동 522-84,35.1542,126.9328,062-223-5199,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""진주세꼬시""를 추천합니다!"
35136,불타는짜장,광주광역시 동구 백서로176번길 8,광주광역시 동구 서석동 467-1,35.144,126.9249,062-225-5644,중국식,일반음식점,"""불타는짜장""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
35137,우래옥모밀,광주광역시 동구 백서로153번길 16-8,광주광역시 동구 서석동 110,35.1446,126.9221,062-222-8574,중국식,일반음식점,"""우래옥모밀""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
35138,3.6식당,광주광역시 동구 동명로 11,광주광역시 동구 장동 58-2,35.1503,126.9229,062-224-7173,한식,일반음식점,"""3.6식당""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
35139,김밥천국(조대후문점),광주광역시 동구 필문대로273번길 22,광주광역시 동구 지산동 473-2,35.1459,126.9297,062-234-1009,한식,일반음식점,"광주광역시 동구에 가신다면 ""김밥천국(조대후문점)""에 방문해보세요~"
35141,천지,광주광역시 동구 지산로 83,광주광역시 동구 지산동 714-6,35.1511,126.933,062-227-4733,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""천지""를 추천합니다!"
35142,고흥나루터,광주광역시 동구 필문대로205번길 48-1,광주광역시 동구 지산동 705-9,35.1518,126.9363,062-222-3092,한식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""고흥나루터""에 가보시는 건 어떨까요? 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
35144,복천식당,광주광역시 동구 양림로 127,광주광역시 동구 학동 65-10,35.1405,126.9216,062-224-3671,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""복천식당""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
35146,예향식당,광주광역시 동구 중앙로 150-4,광주광역시 동구 호남동 43-4,35.1475,126.9126,062-234-7731,한식,일반음식점,"""예향식당""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다. 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, ""시간을 내어 다시 방문하고 싶은 곳""이라 평가받았습니다."
35147,고물상,광주광역시 동구 천변우로 363-15,광주광역시 동구 호남동 5-10,35.1486,126.9118,062-225-8182,한식,일반음식점,"""고물상""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
35148,본가뒷고기,광주광역시 동구 중앙로160번길 15-14,광주광역시 동구 황금동 22-1,35.1475,126.9153,062-222-0788,한식,일반음식점,"""본가뒷고기""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
40748,무등반점,광주광역시 동구 예술길 29,광주광역시 동구 대의동 17,35.1495,126.9192,062-225-7207,중국식,일반음식점,"""무등반점""은 광주광역시 동구에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
40752,고려반점,광주광역시 동구 필문대로191번길 11,광주광역시 동구 산수동 518-10,35.1534,126.9328,062-223-8006,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""고려반점""을 추천합니다."
40755,산수풍천장어,광주광역시 동구 필문대로191번길 15-34,광주광역시 동구 산수동 517-3,35.154,126.933,062-226-9833,일식,일반음식점,"광주광역시 동구에 가신다면 ""산수풍천장어""에 방문해보세요~"
40761,넝쿨맛골,광주광역시 동구 남문로 776,광주광역시 동구 학동 44-13,35.1388,126.9237,062-222-7768,중국식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""넝쿨맛골""을 추천합니다!"
47560,동해반점,광주광역시 동구 지원로 31,광주광역시 동구 소태동 483-5,35.1245,126.9357,062-225-8419,중국식,일반음식점,"""동해반점""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
65418,동구 동명점 치킨플러스,광주광역시 동구 동계천로 137-5,광주광역시 동구 동명동 154-117,35.1495,126.9246,062-225-4988,중국식,일반음식점,"""동구 동명점 치킨플러스""는 광주광역시 동구에 있습니다."
65431,신락원(학동점),광주광역시 동구 의재로 71,광주광역시 동구 학동 276-9,35.1323,126.9354,062-227-6882,중국식,일반음식점,"""신락원(학동점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 학동증심사입구역입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
76789,1970새마을포차(광주구시청점),광주광역시 동구 문화전당로35번길 19,광주광역시 동구 금동 28-2,35.145,126.9171,062-223-4884,일식,일반음식점,"""1970새마을포차(광주구시청점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
76790,명사십리,광주광역시 동구 동계천로 68,광주광역시 동구 대인동 198-12,35.1533,126.9187,062-224-7755,일식,일반음식점,"광주광역시 동구에 가신다면 ""명사십리""에 방문해보세요~"
76792,홍도,광주광역시 동구 동계천로 64,광주광역시 동구 대인동 297-3,35.1535,126.9186,062-222-8684,일식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""홍도""를 추천합니다!"
88401,동보성,광주광역시 동구 금남로 164-4,광주광역시 동구 금남로5가 62-8,35.1525,126.9114,062-223-3159,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""동보성""에 방문해보세요. 금남로5가역 근처에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
88405,백두산,광주광역시 동구 백서로174번길 7,광주광역시 동구 서석동 471-11,35.1436,126.9248,062-226-5732,중국식,일반음식점,"광주광역시 동구에 있는 소문난 맛집 ""백두산""을 방문해보세요! SBS 백종원의 3대 천왕 33회 등 여러 방송에 소개되었습니다."
88416,손짜장일번지,광주광역시 동구 준법로 8-3,광주광역시 동구 지산동 709-21,35.1492,126.9338,062-234-0018,중국식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""손짜장일번지""를 추천합니다!"
100771,열도지,광주광역시 동구 제봉로82번길 17,광주광역시 동구 서석동 41-3,35.1471,126.9231,062-227-5888,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""열도지""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
114306,동경모밀,광주광역시 동구 제봉로 51,광주광역시 동구 남동 115-12,35.1431,126.9205,062-223-1822,중국식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""동경모밀""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
114331,북경,광주광역시 동구 중흥로 197,광주광역시 동구 계림동 884,35.1608,126.9153,062-529-4750,중국식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""북경""에 가보시는 건 어떨까요?"
130072,돈가네,광주광역시 동구 필문대로191번길 5-5,광주광역시 동구 산수동 522-45,35.1536,126.9323,062-232-8161,일식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""돈가네""를 추천합니다!"
130103,중화반점,광주광역시 동구 천변좌로604번길 3-1,광주광역시 동구 소태동 914,35.1285,126.9275,062-651-6498,중국식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""중화반점""을 추천합니다!"
148864,여자만,광주광역시 동구 백서로 174-1,광주광역시 동구 서석동 469-4,35.1438,126.9241,062-228-5176,일식,일반음식점,"""여자만""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
171856,아찬설,광주광역시 동구 백서로 167,광주광역시 동구 서석동 97-10,35.1437,126.9232,062-228-8072,중국식,일반음식점,"""아찬설""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
171859,군산앞바다,광주광역시 동구 필문대로191번길 15-24,광주광역시 동구 산수동 517-7,35.1538,126.9331,062-228-9123,일식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""군산앞바다""를 추천합니다!"
192510,중앙닭갈비(충장점),광주광역시 동구 중앙로160번길 15-3,광주광역시 동구 황금동 19-1,35.1475,126.9148,062-233-7892,일식,일반음식점,"""중앙닭갈비(충장점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
